# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 13 16:16:35 2020
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_limbdark_mod: Limb Darkening Model
# COLUMN koi_ldm_coeff4: Limb Darkening Coeff. 4
# COLUMN koi_ldm_coeff3: Limb Darkening Coeff. 3
# COLUMN koi_ldm_coeff2: Limb Darkening Coeff. 2
# COLUMN koi_ldm_coeff1: Limb Darkening Coeff. 1
# COLUMN koi_parm_prov:  Parameters Provenance
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sparprov:   Stellar Parameter Provenance
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_rmag:       r'-band [mag]
# COLUMN koi_imag:       i'-band [mag]
# COLUMN koi_zmag:       z'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_hmag:       H-band [mag]
# COLUMN koi_kmag:       K-band [mag]
# COLUMN koi_fwm_stat_sig: FW Offset Significance [percent]
# COLUMN koi_fwm_sra:    FW Source &alpha;(OOT) [hrs]
# COLUMN koi_fwm_sdec:   FW Source &delta;(OOT) [deg]
# COLUMN koi_fwm_srao:   FW Source &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_sdeco:  FW Source &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) []arcsec
# COLUMN koi_dikco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_msky: PRF &Delta;&theta;<sub>SQ</sub>(KIC) [arcsec]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
71,8395660,K00116.02,Kepler-106 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,43.844397210,151.9353800,2454984.935,0,,0.8520,6.80200,,6.1520e+02,0.025934,0.22039,LS+MCMC,2.87,0.2395,88.27,531.0,18.77,28.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,16.5544660,65.5948200,83.70,4,29,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.96470,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-002-20160209194854_dvs.pdf,5854.00,4.406,-0.1200,1.0120,0.9510,,q1_q17_dr25_stellar,300.863980,44.337551,12.882,13.293,12.850,12.706,12.646,11.752,11.494,11.431,0.012,20.057603000,44.33755300,0.19000,0.01000,2.000000e-04,1.200000e-04,0.1200,-0.2000,0.2300,0.2100,-0.0300,0.2200
72,3120431,K00798.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---CENT_UNRESOLVED_OFFSET---HALO_GHOST,3.341913228,171.6394300,2455004.639,0,,1.2130,3.81300,,7.2530e+02,0.243351,0.01791,LS+MCMC,21.55,0.0415,56.44,1032.0,268.67,2.190000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1959,0.5086,q1_q17_dr25_koi,5.0937037,32.7226200,39.00,1,780,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,003/003120/003120431/dv/kplr003120431-20160209194854_dvr.pdf,003/003120/003120431/dv/kplr003120431-001-20160209194854_dvs.pdf,5295.00,4.551,-0.0200,0.8110,0.8530,,q1_q17_dr25_stellar,292.315950,38.270290,15.629,16.325,15.556,15.331,15.173,14.140,13.729,13.681,0.000,19.487528600,38.27050000,-8.51000,0.75000,3.480000e-03,-5.800000e-04,-5.1060,0.8250,5.1720,-5.3010,0.8230,5.3640
73,3246984,K00799.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.7730,0,0,1,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.626630225,169.8201710,2455002.820,0,,1.2600,2.11450,,1.6206e+03,0.305244,0.09631,LS+MCMC,32.43,0.0260,58.03,1547.0,1355.88,2.380000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2711,0.3858,q1_q17_dr25_koi,5.3061833,45.8856850,103.60,1,664,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.87960,Mandel and Agol (2002 ApJ 580 171),,,003/003246/003246984/dv/kplr003246984-20160209194854_dvr.pdf,003/003246/003246984/dv/kplr003246984-001-20160209194854_dvs.pdf,5735.00,4.410,-0.1800,0.9730,0.8890,,q1_q17_dr25_stellar,294.368190,38.310280,15.279,15.857,15.224,15.031,14.880,13.918,13.590,13.507,0.000,19.624548900,38.30991500,0.09000,-1.31000,-2.000000e-05,8.000000e-04,0.1000,-0.8090,0.8200,-0.0060,-0.9600,0.9600
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.711504086,170.0341700,2455003.034,0,,0.0230,3.00990,,8.3750e+02,0.026533,0.91618,LS+MCMC,3.12,0.0401,89.81,1420.0,960.79,7.088000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3024,0.3288,q1_q17_dr25_koi,6.3430967,48.7261240,64.50,2,494,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.22800,Mandel and Agol (2002 ApJ 580 171),,,003/003342/003342970/dv/kplr003342970-20160209194854_dvr.pdf,003/003342/003342970/dv/kplr003342970-001-20160209194854_dvs.pdf,6214.00,4.442,0.0700,1.0760,1.1690,,q1_q17_dr25_stellar,291.653530,38.494659,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065,0.000,19.443577900,38.49474800,0.42000,0.32000,-3.700000e-04,-3.000000e-04,-0.0200,0.0500,0.0500,0.0200,0.1000,0.1040
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.212037480,172.8178200,2455005.818,0,,0.0120,4.04910,,9.5040e+02,0.028255,0.99867,LS+MCMC,3.32,0.0770,89.95,1025.0,260.58,14.003000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3024,0.3288,q1_q17_dr25_koi,6.1683164,40.0420500,51.50,2,165,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.34310,Mandel and Agol (2002 ApJ 580 171),,,003/003342/003342970/dv/kplr003342970-20160209194854_dvr.pdf,003/003342/003342970/dv/kplr003342970-002-20160209194854_dvs.pdf,6214.00,4.442,0.0700,1.0760,1.1690,,q1_q17_dr25_stellar,291.653530,38.494659,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065,0.000,19.443569700,38.49488600,0.07000,0.81000,-1.100000e-04,-8.300000e-04,0.0500,0.0700,0.0900,0.0700,0.1900,0.2000
76,12459725,K00789.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,0,1,q1_q17_dr25_sup_koi,,14.179818700,171.5023700,2455004.502,0,,0.1601,2.50500,,4.5990e+02,0.019561,7.76746,MCMC,1.88,0.1137,89.95,711.0,60.35,43.540000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2714,0.3854,q1_q16_koi,,,11.20,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5799.00,4.539,-0.1000,0.8780,0.9750,,stellar_q1_q16,291.044800,51.321671,15.727,16.243,15.658,15.506,15.404,14.464,14.175,14.149,,,,,,,,,,,,,
77,12470844,K00790.01,Kepler-233 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.472379110,174.1621200,2455007.162,0,,0.0220,2.72450,,1.1235e+03,0.030119,3.86328,LS+MCMC,2.59,0.0778,89.95,751.0,75.44,24.470000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2043,0.4966,q1_q17_dr25_koi,5.7419868,39.8679770,47.60,2,159,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.92410,Mandel and Agol (2002 ApJ 580 171),,,012/012470/012470844/dv/kplr012470844-20160209194854_dvr.pdf,012/012470/012470844/dv/kplr012470844-001-20160209194854_dvs.pdf,5354.00,4.587,-0.0800,0.7880,0.8840,,q1_q17_dr25_stellar,296.366520,51.319519,15.339,15.945,15.271,15.079,14.978,14.006,13.555,13.453,0.046,19.757802900,51.31958000,1.18000,0.22000,-4.800000e-04,3.700000e-04,-0.1480,0.0900,0.1700,-0.0970,0.0400,0.1060
78,12470844,K00790.02,Kepler-233 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9890,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,60.418936900,181.1636700,2455014.164,0,,0.0940,5.03900,,9.3130e+02,0.027422,4.26444,LS+MCMC,2.36,0.2884,89.94,390.0,5.49,93.710000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2043,0.4966,q1_q17_dr25_koi,6.3354560,15.1397970,20.10,2,22,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.62440,Mandel and Agol (2002 ApJ 580 171),,,012/012470/012470844/dv/kplr012470844-20160209194854_dvr.pdf,012/012470/012470844/dv/kplr012470844-002-20160209194854_dvs.pdf,5354.00,4.587,-0.0800,0.7880,0.8840,,q1_q17_dr25_stellar,296.366520,51.319519,15.339,15.945,15.271,15.079,14.978,14.006,13.555,13.453,0.424,19.757766000,51.31959000,-0.06000,0.26000,7.000000e-04,2.500000e-04,0.0000,0.5300,0.5300,0.0900,0.4600,0.4600
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.611904345,180.8922840,2455013.892,0,,0.5500,5.14970,,6.1056e+03,0.073758,0.61222,LS+MCMC,7.40,0.1058,88.17,753.0,76.15,17.270000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2622,0.4035,q1_q17_dr25_koi,31.5364230,207.6196000,277.20,1,104,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.05860,Mandel and Agol (2002 ApJ 580 171),,,012/012644/012644822/dv/kplr012644822-20160209194854_dvr.pdf,012/012644/012644822/dv/kplr012644822-001-20160209194854_dvs.pdf,5795.00,4.508,-0.0200,0.9190,0.9920,,q1_q17_dr25_stellar,289.112210,51.737381,15.140,15.659,15.072,14.918,14.825,13.942,13.546,13.478,0.000,19.274141100,51.73768500,-0.23200,1.09900,1.170000e-03,1.480000e-03,-0.0650,-0.0580,0.0870,-0.0330,-0.0170,0.0370
80,2440757,K00792.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT,1.433769925,170.4035360,2455003.404,0,,1.2680,1.88680,,1.9763e+03,0.318591,0.13720,LS+MCMC,46.58,0.0256,58.99,1920.0,3209.29,2.460000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2904,0.3534,q1_q17_dr25_koi,10.7094920,67.7883800,112.60,1,481,1,q1_q17_dr25_tce,11001100110011001000000000000000,0.00030,Mandel and Agol (2002 ApJ 580 171),,,002/002440/002440757/dv/kplr002440757-20160209194854_dvr.pdf,002/002440/002440757/dv/kplr002440757-001-20160209194854_dvs.pdf,6017.00,4.220,0.0200,1.3390,1.0830,,q1_q17_dr25_stellar,290.843690,37.728828,15.122,15.561,15.088,14.934,14.832,13.985,13.638,13.579,0.021,19.389588000,37.72845700,0.40000,-1.34000,-2.100000e-04,2.600000e-04,-0.0090,-0.1050,0.1060,0.0350,-0.1000,0.1100
81,2445129,K00793.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,10.318723010,173.3154300,2455006.315,0,,1.2150,3.83600,,8.7170e+02,0.247006,0.03681,LS+MCMC,28.59,0.0944,78.15,876.0,139.26,5.920000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2844,0.3661,q1_q17_dr25_koi,9.8548630,34.7751920,38.20,1,130,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.93360,Mandel and Agol (2002 ApJ 580 171),,,002/002445/002445129/dv/kplr002445129-20160209194854_dvr.pdf,002/002445/002445129/dv/kplr002445129-001-20160209194854_dvs.pdf,5927.00,4.409,0.0700,1.0600,1.0500,,q1_q17_dr25_stellar,291.848910,37.713501,15.065,15.603,15.003,14.834,14.722,13.817,13.510,13.437,0.000,19.456784200,37.71151900,8.13000,-7.13000,-6.970000e-03,4.600000e-03,3.7700,-3.4700,5.1200,2.8300,-3.8400,4.7700
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.539183147,169.6749400,2455002.675,0,,0.2380,2.42820,,3.8210e+02,0.017724,1.46261,LS+MCMC,2.06,0.0355,88.28,1332.0,743.09,7.930000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2291,0.4603,q1_q17_dr25_koi,4.6804620,34.0370750,38.90,1,528,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.21190,Mandel and Agol (2002 ApJ 580 171),,,002/002713/002713049/dv/kplr002713049-20160209194854_dvr.pdf,002/002713/002713049/dv/kplr002713049-001-20160209194854_dvs.pdf,5519.00,4.350,0.1400,1.0620,0.9210,,q1_q17_dr25_stellar,291.439970,37.905659,15.026,15.535,14.987,14.808,14.762,13.812,13.465,13.358,0.085,19.429327900,37.90564000,-0.18000,-0.06000,3.000000e-05,-1.900000e-04,0.1500,0.2100,0.2600,0.1000,0.2500,0.2600
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.770300385,170.5766200,2455003.577,0,,0.8380,2.08440,,1.3040e+03,0.037414,1.45164,LS+MCMC,2.77,0.0640,86.84,812.0,102.87,15.210000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3080,0.3117,q1_q17_dr25_koi,6.5691905,43.8404050,50.80,1,200,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.92740,Mandel and Agol (2002 ApJ 580 171),,,003/003114/003114167/dv/kplr003114167-20160209194854_dvr.pdf,003/003114/003114167/dv/kplr003114167-001-20160209194854_dvs.pdf,5653.00,4.656,-0.8400,0.6790,0.7670,,q1_q17_dr25_stellar,290.870510,38.273628,15.591,16.126,15.562,15.362,15.258,14.318,13.910,13.828,0.005,19.391360800,38.27342800,-0.31000,-0.73000,2.000000e-04,5.700000e-04,0.0900,0.0650,0.1100,0.0500,-0.0180,0.0500
84,3114661,K00796.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---EPHEM_MATCH,0.444291966,169.8654060,2455002.865,0,,1.2580,2.07920,,1.0967e+04,0.396105,0.42351,LS+MCMC,27.51,0.0101,39.97,1836.0,2706.26,1.641000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2337,0.4535,q1_q17_dr25_koi,40.6435800,277.1132000,299.70,1,1466,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.88480,Mandel and Agol (2002 ApJ 580 171),,,003/003114/003114661/dv/kplr003114661-20160209194854_dvr.pdf,003/003114/003114661/dv/kplr003114661-001-20160209194854_dvs.pdf,5255.00,4.678,-0.7200,0.6360,0.7090,,q1_q17_dr25_stellar,290.996890,38.284920,15.748,16.397,15.713,15.470,15.327,14.330,13.832,13.751,0.000,19.399915960,38.27515210,5.22400,-35.16500,-4.780000e-02,2.722000e-01,1.4700,-7.2170,7.3650,0.6500,-7.9100,7.9400
85,3115833,K00797.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.181584004,177.1418910,2455010.142,0,,0.9200,3.50890,,5.7411e+03,0.084708,0.38059,LS+MCMC,7.73,0.0884,85.87,812.0,102.91,12.776000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2979,0.3238,q1_q17_dr25_koi,27.0990310,173.0989400,183.60,1,129,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.53970,Mandel and Agol (2002 ApJ 580 171),,,003/003115/003115833/dv/kplr003115833-20160209194854_dvr.pdf,003/003115/003115833/dv/kplr003115833-001-20160209194854_dvs.pdf,5988.00,4.541,-0.5200,0.8360,0.8850,,q1_q17_dr25_stellar,291.281950,38.241669,15.657,16.162,15.621,15.441,15.320,14.408,14.036,13.939,0.021,19.418792400,38.24164300,-0.15100,-0.09900,8.000000e-04,-3.000000e-04,0.0040,0.0080,0.0090,-0.0620,0.0600,0.0870
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.060363360,147.4655400,2454980.466,0,,0.5560,3.32030,,1.4947e+03,0.036455,3.09445,LS+MCMC,1.96,0.1150,89.21,361.0,4.00,40.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4175,0.2365,q1_q17_dr25_koi,7.1802754,27.2418270,35.20,4,59,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.75330,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-002-20160209194854_dvs.pdf,3950.00,4.754,-0.4600,0.4930,0.5020,,q1_q17_dr25_stellar,286.079130,39.278320,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.016,19.071954700,39.27833000,0.56000,0.04000,-1.240000e-03,-1.000000e-04,0.0000,-0.0300,0.0300,-0.1800,-0.1500,0.2300
87,4139816,K00812.03,Kepler-235 e,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,46.184203900,165.2372900,2454998.237,0,,0.0130,4.75800,,1.3947e+03,0.033974,3.99779,LS+MCMC,1.83,0.2005,89.99,273.0,1.32,76.670000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4175,0.2365,q1_q17_dr25_koi,6.2605453,18.0209080,26.00,4,25,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.83580,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-003-20160209194854_dvs.pdf,3950.00,4.754,-0.4600,0.4930,0.5020,,q1_q17_dr25_stellar,286.079130,39.278320,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.006,19.071943000,39.27801000,0.08000,-1.12000,-4.400000e-04,1.440000e-03,-0.0700,0.0400,0.0800,-0.2500,-0.0600,0.2600
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9520,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.980085400,147.5370000,2454980.537,0,,0.9500,5.35100,,1.0400e+02,0.011879,0.05654,LS+MCMC,1.31,0.1602,85.45,649.0,41.94,11.980000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,4.1784496,10.8781300,17.10,4,56,4,q1_q17_dr25_tce,11111111111111111000000000000000,0.99710,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-004-20160209194854_dvs.pdf,5854.00,4.406,-0.1200,1.0120,0.9510,,q1_q17_dr25_stellar,300.863980,44.337551,12.882,13.293,12.850,12.706,12.646,11.752,11.494,11.431,0.096,20.057630000,44.33791000,1.20000,1.28000,-7.000000e-05,-1.020000e-04,0.1000,-0.6200,0.6400,0.3000,-0.4600,0.5300
89,4139816,K00812.04,Kepler-235 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9940,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.825021680,136.5499500,2454969.550,0,,0.7080,2.18600,,5.2080e+02,0.022312,2.54508,LS+MCMC,1.20,0.0614,87.99,494.0,14.05,20.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4175,0.2365,q1_q17_dr25_koi,3.8379083,12.5828540,15.90,4,154,4,q1_q17_dr25_tce,11111111111111111000000000000000,0.25100,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-004-20160209194854_dvs.pdf,3950.00,4.754,-0.4600,0.4930,0.5020,,q1_q17_dr25_stellar,286.079130,39.278320,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.048,19.071970000,39.27813000,1.18000,-0.70000,-7.100000e-04,3.100000e-04,0.3100,-0.4500,0.5500,0.1100,-0.5800,0.5900
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.895936525,170.5275520,2455003.528,0,,0.5240,2.31110,,8.5448e+03,0.086890,2.31292,LS+MCMC,7.34,0.0460,87.56,1005.0,241.62,12.290000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,35.5824100,375.5263000,370.80,1,275,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.11640,Mandel and Agol (2002 ApJ 580 171),,,004/004275/004275191/dv/kplr004275191-20160209194854_dvr.pdf,004/004275/004275191/dv/kplr004275191-001-20160209194854_dvs.pdf,5557.00,4.592,-0.3000,0.7740,0.8660,,q1_q17_dr25_stellar,294.655240,39.308361,15.725,16.318,15.676,15.471,15.299,14.364,13.969,13.924,0.000,19.643683300,39.30832800,0.02600,-0.11500,2.110000e-03,-1.110000e-03,-0.2460,0.2380,0.3420,-0.0100,-0.0120,0.0160
